,Highest,Lowest,Highest_Val,Lowest_Val
BA,TPR,LNC,0.9489606762081437,-0.8079927237175755
BAC,FITB,HSY,0.9374389270623955,-0.7328293391362939
BALL,VTR,NOC,0.8333599893694731,-0.41977025970826687
BAX,JKHY,WYNN,0.878489546614979,-0.8866213840633385
BBWI,VTRS,GEHC,0.7556953380298644,-0.6611740417770864
BBY,BEN,NRG,0.9056679111438488,-0.42437560234833205
BDX,PEG,DG,0.8387585634703025,-0.48153868753818807
BEN,BBY,MOH,0.9056679111438488,-0.4676435853979633
BF.B,ATVI,DG,0.8801412988277091,-0.657263968985644
BG,REG,DG,0.798071269125358,-0.2412544516764212
BIIB,MRK,CTLT,0.8195962043124588,-0.8462865409389051
BIO,PARA,LLY,0.8737305617394071,-0.6788802723447065
BK,STT,BAX,0.9431228531501835,-0.48689717614872696
BKNG,GE,ENPH,0.9710219229297006,-0.8616843332200964
BKR,WAB,D,0.946612001784997,-0.6667122385858858
BLK,REG,GEHC,0.9220958319385254,-0.3241383013663078
BMY,NDAQ,META,0.8769631107605271,-0.8251309030692207
BR,AVB,FMC,0.9364800451531932,-0.7104413955225827
BRK.B,TSN,MNST,0.9072313586742816,-0.8932533560819738
BRO,TYL,FMC,0.8759464753116374,-0.7830449036789275
BSX,HCA,MTB,0.9706961460407005,-0.889830555346308
BWA,IDXX,MOH,0.9560695040799126,-0.7875680840086683
BXP,CMA,HSY,0.9466015428071246,-0.8510341995269257
C,EBAY,NOC,0.827456073214727,-0.31978283659352363
CAG,CPB,TSLA,0.9025219660948397,-0.8433795439159915
CAH,ABC,AAP,0.9679804080106534,-0.8321522200777635
CARR,FTV,AAP,0.9553946771668922,-0.6951340057395279
CAT,BKR,D,0.9449591197749418,-0.669660626270283
CB,TRV,GEHC,0.8895492615656703,-0.7545592191684131
CBOE,MCD,ZION,0.9123928905878302,-0.8134748776977171
CBRE,CE,HUM,0.8632820412249773,-0.43401460660715263
CCI,SBAC,PCG,0.9610680846217846,-0.8445874874969179
CCL,DAL,DG,0.9307045444525428,-0.8107265668180884
CDAY,APTV,K,0.8877231743953882,-0.4965550608360749
CDNS,SNPS,DG,0.9690986074354768,-0.8916688580107242
CDW,BK,BAX,0.8896476414042971,-0.4964562849371538
CE,BEN,NOC,0.8851672067373767,-0.5000407417065709
CEG,CSGP,BIO,0.8167002540922488,-0.6083887600796956
CF,CVS,LW,0.9263603941697326,-0.9149971040397326
CFG,HBAN,CMG,0.972236344715709,-0.7874778763335228
CHD,CPRT,DG,0.9320410116250336,-0.7871410050073766
CHRW,PSA,BIIB,0.8470370040114609,-0.6273393211900893
CHTR,J,REGN,0.8437106013047354,-0.48836716472900976
CI,WRB,GEHC,0.890563054789079,-0.8075148936476153
CINF,STT,EQT,0.8229164996214364,-0.6069627461015479
CL,KO,ALB,0.8657083811333769,-0.38959819353810726
CLX,MDLZ,ZION,0.9056620110109718,-0.7980767212851178
CMA,ZION,HSY,0.9904689369173165,-0.8791220157293618
CMCSA,EQIX,ENPH,0.9487337531683316,-0.7282414055888374
CME,FDX,WRB,0.8271412470983652,-0.6083397847640533
CMG,MSFT,WRB,0.9441246308101399,-0.8296865882772164
CMI,SPG,D,0.9032863617663324,-0.48765641441528246
CMS,AEE,BIIB,0.9377141058867287,-0.5465535647613737
CNC,CVS,GEHC,0.9234489726366034,-0.8651564971189883
CNP,AEE,BIIB,0.9462164944786291,-0.362778150416313
COF,EXPE,GIS,0.8897869055600464,-0.5691518615255188
COO,V,CF,0.941450760315894,-0.8265211169756629
COP,EOG,WST,0.9437331169288843,-0.6285639054712574
COST,NTAP,CPB,0.9032557075853006,-0.5716267306307014
CPB,CAG,TSLA,0.9025219660948397,-0.8200454490660276
CPRT,NVDA,AAP,0.9713497627922608,-0.8890243736168575
CPT,MAA,REGN,0.9071799825174678,-0.7201490379871595
CRL,VTRS,GEHC,0.8450666531142204,-0.5451818725803832
CRM,META,WRB,0.9460602655581551,-0.8424513616684661
CSCO,ITW,AAP,0.9081118435029824,-0.753996792275058
CSGP,MCK,PARA,0.8318549132972235,-0.5757752770542349
CSX,SPGI,DG,0.8903576682980092,-0.40789360714569994
CTAS,ROP,AAP,0.9500771515940739,-0.8237234587358389
CTLT,EXR,BIIB,0.9043775367874252,-0.8462865409389051
CTRA,NRG,WYNN,0.849091684804614,-0.6546979075902172
CTSH,SWK,NOC,0.8600662291837636,-0.5366944458197772
CTVA,BMY,META,0.8229899594478902,-0.747398310637914
CVS,ENPH,LW,0.9288771375874328,-0.9285260686854453
CVX,APA,EW,0.8599676271961015,-0.6469020772985756
CZR,REG,DG,0.8750803922935456,-0.3450090695001026
D,VFC,PCG,0.9277919377521876,-0.8959764008480927
DAL,CCL,DG,0.9307045444525428,-0.7475612395126044
DD,FCX,D,0.9469554515053773,-0.69803132177161
DE,CMI,GNRC,0.8913229140252268,-0.5175185492475166
DFS,ALK,DG,0.9022462388452935,-0.49026601069860626
DG,AAP,NVDA,0.9434027480758072,-0.9432252266675931
DGX,HON,GEHC,0.8386073662024502,-0.6507645554216875
DHI,LEN,AAP,0.992465334942221,-0.8949498263029019
DHR,WRK,LW,0.8834346622806951,-0.7616148014046487
DIS,PARA,PCG,0.8421654456595618,-0.6833758982054938
DLR,WY,GIS,0.878332504801949,-0.5716103272785054
DLTR,SYY,BBWI,0.5333737857186754,-0.1352125597986605
DOV,BWA,MOH,0.9152674815603659,-0.6878000330250715
DOW,LYB,MOH,0.9439164238519465,-0.6479198270894926
DPZ,PAYX,REGN,0.8826485349030383,-0.4474123862545198
DRI,NFLX,AAP,0.9511480997727422,-0.8868005245110491
DTE,LNT,BIIB,0.9589057616925318,-0.6984765275721958
DUK,AEP,GEHC,0.9595279945868987,-0.6397234406191002
DVA,TTWO,FMC,0.9026267447893016,-0.8038604978846191
DVN,CF,ANSS,0.8995251524319025,-0.8295480267754609
DXC,RJF,HSY,0.7811411897162869,-0.5335367194707528
DXCM,PCG,D,0.9211920864862393,-0.8681350897030505
EA,AKAM,MKTX,0.7335532019639747,-0.4728173992087499
EBAY,VTR,NOC,0.8721677589274938,-0.45935890302167687
ECL,FLT,DG,0.9493589687483048,-0.7816147100430079
ED,AEE,COP,0.8674988683764319,-0.3885349007550099
EFX,MCO,KDP,0.8952200431832111,-0.585472857401441
EG,WYNN,BAX,0.9263691684506302,-0.8448578104888071
EIX,XRAY,DVN,0.8900314509170778,-0.6698788301046831
EL,PARA,LLY,0.8351571203873636,-0.7482004143353593
ELV,GD,META,0.8188200277964727,-0.6926992019528334
EMN,O,REGN,0.8606684529035875,-0.34602699256955294
EMR,HON,GEHC,0.8889698371242516,-0.5292319664142632
ENPH,CVS,LW,0.9288771375874328,-0.8975278493345235
EOG,COP,EW,0.9437331169288843,-0.5449452187535054
EPAM,SBAC,PCG,0.9422350439577977,-0.8788332488290717
EQIX,MCO,AAP,0.9581288556887175,-0.7441404171372535
EQR,ESS,REGN,0.9719173938438843,-0.6728962505841304
EQT,HAS,MKTX,0.82910478787003,-0.8063931951965998
ES,AEP,RCL,0.9607865727124799,-0.6802400305899527
ESS,EQR,BIIB,0.9719173938438843,-0.6999424449074977
ETN,IR,AAP,0.9706223696676263,-0.8686860044089426
ETR,AEP,RCL,0.9258387304868025,-0.5664983200549076
ETSY,A,TTWO,0.8878170489452176,-0.6998503782798423
EVRG,LNT,BIIB,0.9297177021675893,-0.635012097437287
EW,AMZN,GL,0.8704531361163514,-0.6672644688599949
EXC,NI,COP,0.9306762698367818,-0.4374231529971899
EXPD,ROP,AAP,0.9479324927632832,-0.7086533545943366
EXPE,COF,GIS,0.8897869055600464,-0.5888458233791839
EXR,CTLT,PCG,0.9043775367874252,-0.8172878721558566
F,NTAP,CPB,0.84881091805978,-0.5718920427136959
FANG,EOG,SO,0.8576618889984337,-0.5151640824053956
FAST,LRCX,DG,0.9274304287234424,-0.7545212606814355
FCX,DD,BAX,0.9469554515053773,-0.6738131137529789
FDS,ADP,LW,0.7483624299179643,-0.4550660488080976
FDX,CHD,DG,0.9231101392675409,-0.7443139014453148
FE,PPL,GEHC,0.8609677612300782,-0.5170290764235752
FFIV,PAYX,REGN,0.8614549223055474,-0.5951813647665497
FI,TDG,DG,0.9574371768400485,-0.8033828671291386
FICO,DHI,AAP,0.9625792116713369,-0.8670000375874516
FIS,VFC,FSLR,0.908912171725613,-0.8549377391237526
FITB,TFC,HSY,0.9721709923165405,-0.8084687681908723
FLT,ECL,DG,0.9493589687483048,-0.758091757791105
FMC,INCY,AMZN,0.8808043148697872,-0.8255896434943645
FOX,FOXA,NOC,0.9888847224136097,-0.4985856537402348
FOXA,FOX,NOC,0.9888847224136097,-0.527419600595724
FRT,REG,GEHC,0.8951392734135541,-0.4046086315082946
FSLR,AXON,LNC,0.8977006904520448,-0.8856211044564941
FTNT,NVDA,DG,0.9410296154921299,-0.8761439702350442
FTV,CARR,DG,0.9553946771668922,-0.6834124686801194
GD,LDOS,CMG,0.9303205403822791,-0.7581174099690466
GE,NVR,CVS,0.9809208587247835,-0.9069311776729165
GEHC,WST,PFE,0.9210988412432025,-0.8836826183575418
GEN,PNC,HSY,0.9253326583577831,-0.8018101689024643
GILD,WTW,GNRC,0.8887980072033584,-0.8380405601445741
GIS,CPB,BXP,0.7296371167090636,-0.7294110301217617
GL,HIG,GEHC,0.8935721043518623,-0.6877915072047284
GLW,LH,MOH,0.8300260270798314,-0.3649816319921257
GM,SYF,GIS,0.7766351294815883,-0.5698472361635893
GNRC,ESS,GILD,0.9117230842540652,-0.8380405601445741
GOOG,GOOGL,FMC,0.9997452576429942,-0.7752288032733418
GOOGL,GOOG,FMC,0.9997452576429942,-0.7762379055836318
GPC,TRV,AMZN,0.7781519499913503,-0.6731149936217976
GPN,ESS,BIIB,0.8304540990956277,-0.7278391353473369
GRMN,EQIX,CF,0.9517883954271107,-0.7868243252080576
GS,FRT,EW,0.834595463020128,-0.3952064304816492
GWW,TDG,DG,0.9456522839880158,-0.8373432628542721
HAL,SLB,EW,0.9192576355343607,-0.5601754367501784
HAS,AIZ,REGN,0.9085432965544897,-0.8078664569409137
HBAN,CFG,HSY,0.972236344715709,-0.7721354490623571
HCA,BSX,CF,0.9706961460407005,-0.8538911158406822
HD,REG,GEHC,0.8774683838769248,-0.40654248102651364
HES,SLB,GNRC,0.904331709380572,-0.6742516886332397
HIG,SPG,GNRC,0.8972673923993166,-0.5603864389449884
HII,MOH,AXON,0.7692544051551169,-0.6540250325673628
HLT,MAR,ENPH,0.9345878162798275,-0.607412116889148
HOLX,WYNN,LNC,0.9144391146264522,-0.8115374721978309
HON,EMR,CTLT,0.8889698371242516,-0.5351690819588686
HPE,APH,AAP,0.9111859111268692,-0.6081926042848813
HPQ,FAST,DG,0.8590398958376187,-0.5030286671829807
HRL,CVS,FSLR,0.9277257456286804,-0.8508106200472133
HSIC,PM,EQT,0.8940218256549336,-0.5712391463731877
HST,ADSK,GIS,0.7343391939984357,-0.35529211964298363
HSY,CLX,ZION,0.8814742928085593,-0.8920433200855966
HUM,ELV,CCL,0.6849263052548538,-0.6654318458297575
HWM,TDG,AAP,0.9790675743525142,-0.8502371163051566
IBM,EMR,GEHC,0.8879350168441912,-0.4539703835600605
ICE,MCO,AAP,0.945311348951898,-0.6247219583334682
IDXX,BWA,LNC,0.9560695040799126,-0.7908417514348322
IEX,A,AMZN,0.8359758910015109,-0.6669585308175909
IFF,OGN,FTNT,0.940780045046388,-0.7039502391516143
ILMN,TGT,BRO,0.6258848813284421,-0.507421533702378
INCY,A,TTWO,0.9449566897549302,-0.824161932242968
INTC,ADBE,ALL,0.8594407718642036,-0.5853016699371446
INTU,ECL,FMC,0.8761575958721198,-0.6425196177023748
INVH,AVB,FMC,0.9691970228617048,-0.675142521091809
IP,SEE,LLY,0.862368284101787,-0.5593278625566628
IPG,OMC,CF,0.9725857448394534,-0.8163642775557757
IQV,LH,GIS,0.8729740983473948,-0.4339752962130126
IR,ETN,AAP,0.9706223696676263,-0.8265359988856743
IRM,MAR,DG,0.9217011452367666,-0.7009119326966652
ISRG,ABC,MOS,0.9493367004798897,-0.833399709209594
IT,JCI,BRK.B,0.9082604547676421,-0.6195179406681333
ITW,TT,AAP,0.956815654208283,-0.737546823185
IVZ,FRT,GEHC,0.880830108413213,-0.5560414531634357
J,EMN,REGN,0.8540035731263239,-0.46378021524679475
JBHT,CZR,HUM,0.8530655853806068,-0.2680185812891325
JCI,AFL,CTLT,0.9212821365718001,-0.6438098677802777
JKHY,BXP,FSLR,0.9167085320085308,-0.8589566860278841
JNJ,AMGN,WBD,0.738684964947485,-0.6271887095949374
JNPR,RTX,AIZ,0.8515175298921714,-0.7118753796919938
JPM,BKR,D,0.944660584383936,-0.7400519412445636
K,BAX,WYNN,0.8082630765987457,-0.7337928614081703
KDP,TSN,LW,0.8919632803261235,-0.8783966608306121
KEY,TFC,CMG,0.9714164725110936,-0.8197742753491133
KEYS,KIM,HSY,0.7855431059787323,-0.5951951656343414
KHC,CAG,TSLA,0.898713285791672,-0.7513328310530988
KIM,NSC,HSY,0.9087431065717791,-0.5340724654450842
KLAC,AMAT,AAP,0.9532627355928079,-0.8070353037320777
KMB,PG,LNC,0.9371121520302453,-0.7124846775951353
KMI,FRT,GEHC,0.8403863586614991,-0.4002639370930109
KMX,AVB,ABBV,0.9295917093031264,-0.6179952258230563
KO,PG,LNC,0.9056184418331539,-0.4907066031704314
KR,GEHC,HBAN,0.6243602104088843,-0.510521092122649
L,CE,ENPH,0.8734359029597053,-0.49831050083451245
LDOS,GD,CMG,0.9303205403822791,-0.73393278907802
LEN,DHI,AAP,0.992465334942221,-0.8780413146535783
LH,REG,HUM,0.8986129440693332,-0.30231286582013595
LHX,CF,LVS,0.9110911401332283,-0.8368383296662689
LIN,FICO,LNC,0.9596784020736565,-0.8440756304496867
LKQ,V,MOH,0.8863580729799092,-0.5765870389563694
LLY,CAH,MOS,0.9384288542036763,-0.8850484782778391
LMT,GILD,AIZ,0.8618543947242923,-0.7899158746656803
LNC,MTB,AXON,0.9405098575348793,-0.8857564514427001
LNT,DTE,BIIB,0.9589057616925318,-0.6152437064140531
LOW,MAS,AAP,0.9014468028208587,-0.6488988435078437
LRCX,AMAT,DG,0.9767514474397406,-0.8482188778543711
LUV,KIM,HSY,0.8749908725186569,-0.5765520300742991
LVS,WYNN,LNC,0.9838693316327377,-0.8737963837148707
LW,BSX,CVS,0.9549205647701228,-0.9285260686854453
LYB,DOW,MOH,0.9439164238519465,-0.7123828270690455
LYV,BR,ABBV,0.8955956175471617,-0.7588565006279223
MA,V,CF,0.9775764941131649,-0.7062091032968834
MAA,CPT,REGN,0.9071799825174678,-0.5323636989637973
MAR,PNR,DG,0.93735769190401,-0.7553601246104522
MAS,SWK,DG,0.9033409591155502,-0.6853493738190585
MCD,MDLZ,MTB,0.9471481887396553,-0.7996015314320957
MCHP,TER,AAP,0.948619482732895,-0.7623980847775446
MCK,ABC,MOS,0.8676097034911159,-0.6543953489914877
MCO,SPGI,DG,0.9613619469021809,-0.7288324667012622
MDLZ,MSI,MTB,0.9484372145877256,-0.835658379963855
MDT,EW,FMC,0.7915280585527551,-0.5780406624009116
MET,HBAN,WST,0.9475085136291446,-0.7605715276622947
META,MSFT,DG,0.960848841723139,-0.9134067390023222
MGM,BKNG,ENPH,0.9566887309628074,-0.7834801615570957
MHK,CBRE,GIS,0.8356626476489943,-0.4488732305414267
MKC,CL,MOS,0.8217569646576534,-0.5441425971370081
MKTX,ULTA,EQT,0.8467629237364127,-0.8063931951965998
MLM,VMC,DG,0.9795400949553712,-0.8235090221762968
MMC,AJG,AAP,0.962626633535757,-0.6980468000610499
MMM,WRK,GEHC,0.9072284643521608,-0.8192641799020973
MNST,BSX,BRK.B,0.9512561642987087,-0.8932533560819738
MO,EG,D,0.8532371744668455,-0.7054914813503433
MOH,BAX,WYNN,0.8758988608824096,-0.8628064288358691
MOS,BRK.B,LLY,0.8920465555515502,-0.8850484782778391
MPC,PSX,HAS,0.8402737813329768,-0.7180404263946415
MPWR,SWKS,DG,0.895406576769007,-0.7097615372215608
MRK,YUM,LNC,0.9144739797718032,-0.8668805257043494
MRNA,INCY,GEHC,0.8811884063534818,-0.7968639015026024
MRO,COP,WST,0.9394080229443862,-0.7080942330720821
MS,BK,K,0.9026545345858814,-0.3879664783696561
MSCI,APTV,MOH,0.8756796856347584,-0.5861748390207171
MSFT,META,DG,0.960848841723139,-0.8559687856617387
MSI,LIN,LNC,0.9489388608588661,-0.8226303153315266
MTB,LNC,BSX,0.9405098575348793,-0.889830555346308
MTCH,TRMB,MRK,0.9346130784795901,-0.7615623267574002
MTD,TDY,EQT,0.8782215046277294,-0.7079569509265132
MU,LRCX,DG,0.89197925914075,-0.7071445796243796
NCLH,CCL,DG,0.880734432663214,-0.6049943232024072
NDAQ,PFE,META,0.8920095278536518,-0.8336335826196246
NDSN,HD,HUM,0.8622925212986495,-0.41398808669570464
NEE,ES,GEHC,0.8918872785300146,-0.6616554178620365
NEM,MTD,TSLA,0.8128455201226118,-0.641987179839207
NFLX,DRI,AAP,0.9511480997727422,-0.8760568229279266
NI,EXC,COP,0.9306762698367818,-0.5246777122275125
NKE,MTD,NRG,0.8472004625272072,-0.6797146807635965
NOC,GD,ALGN,0.8387729922642878,-0.7786141992836332
NOW,SNPS,DG,0.9511856805233564,-0.8242325864503621
NRG,CTRA,WYNN,0.849091684804614,-0.7049891385999316
NSC,KIM,GEHC,0.9087431065717791,-0.7005270985816969
NTAP,COST,CPB,0.9032557075853006,-0.6923740755039107
NTRS,USB,LLY,0.8950991666326331,-0.7925410912621736
NUE,URI,BAX,0.9398524275422804,-0.5754764320167542
NVDA,AVGO,DG,0.9815876597934917,-0.9432252266675931
NVR,LEN,CVS,0.9877916356839843,-0.8893212405028156
NWL,EPAM,LLY,0.9336728989694241,-0.8409890369737736
NWS,NWSA,BRK.B,0.9984452378927702,-0.4847271399454834
NWSA,NWS,BRK.B,0.9984452378927702,-0.5090318917375696
NXPI,TEL,DG,0.9378279725881501,-0.7642842518408902
O,MAA,GEHC,0.8654543030399954,-0.45210884264425855
ODFL,MCHP,DG,0.9199058602800425,-0.6771289609612976
OGN,IFF,GEHC,0.940780045046388,-0.7316287998994907
OKE,PM,BAX,0.8857129581638425,-0.4324045405217313
OMC,IPG,CF,0.9725857448394534,-0.8679232839828807
ON,LRCX,DG,0.932611906029817,-0.8621645437999055
ORCL,AVGO,AAP,0.9679104311100839,-0.8976177187337527
ORLY,MNST,EPAM,0.9421908131294066,-0.8592790578277655
OTIS,MA,LNC,0.9529839613906885,-0.7381026409819562
OXY,DVN,SYK,0.8946420514603489,-0.6739388591325953
PANW,AAPL,DG,0.9291069248749066,-0.8858108512979948
PARA,BIO,LLY,0.8737305617394071,-0.7312822931748764
PAYC,MTCH,GIS,0.8641456219238777,-0.667188548721423
PAYX,UNP,REGN,0.9002127337228631,-0.6057386190595658
PCAR,PH,AAP,0.9643882099553549,-0.8400734673379396
PCG,ACGL,VFC,0.936117012079035,-0.896762889516887
PEAK,ARE,GEHC,0.9692659165843884,-0.729947919337771
PEG,NI,MRO,0.9141111132863329,-0.478846811663042
PEP,MCD,ZION,0.913859139863202,-0.7593469803905885
PFE,NDAQ,GEHC,0.8920095278536518,-0.8836826183575418
PFG,MET,EW,0.8846772811001462,-0.5877216077307037
PG,KMB,LNC,0.9371121520302453,-0.6985305919222891
PGR,MKTX,BAX,0.8313913764564962,-0.7345621966123109
PH,ROK,DG,0.9712213617469296,-0.8175098438271566
PHM,LEN,AAP,0.9844236424938738,-0.9067656636006111
PKG,DOW,MOH,0.8241554841937448,-0.46197843564172497
PLD,EBAY,NOC,0.8679270973612233,-0.5710587823279655
PM,HSIC,NRG,0.8940218256549336,-0.50132478091377
PNC,FITB,HSY,0.9693989657024651,-0.8448487532185076
PNR,TDG,DG,0.9800452900714617,-0.8462181731721504
PNW,EQIX,AAP,0.9262655607703311,-0.7416263129636324
PODD,TDY,LNC,0.8347975613809715,-0.7753382907313453
POOL,SWK,NOC,0.865774409852694,-0.6287331131699809
PPG,ICE,AAP,0.9265546579158822,-0.7424526454242525
PPL,AWK,GEHC,0.907795486959799,-0.5740472602380479
PRU,RJF,HSY,0.9312539292614498,-0.6660027067794948
PSA,EXR,BIIB,0.8881321212118797,-0.6362026913110503
PSX,SLB,GNRC,0.9089719232046872,-0.6693038292556476
PTC,IR,AAP,0.9419930647984176,-0.740897287114618
PWR,NVDA,DG,0.9761100185766605,-0.906148181383799
PXD,OXY,ANSS,0.8570939429774994,-0.5660537715289181
PYPL,BRK.B,MRK,0.9055923636950906,-0.8539505644671154
QCOM,WDC,GIS,0.8209764849602345,-0.5195670562533189
QRVO,TER,MOH,0.878495849191463,-0.4710186626367493
RCL,ETN,AAP,0.9601640471587294,-0.900400182726933
REG,BLK,GEHC,0.9220958319385254,-0.25036389023160743
REGN,TSCO,HAS,0.745126650361452,-0.8078664569409137
RF,HBAN,HSY,0.9641846245428554,-0.7826146190911925
RHI,USB,GIS,0.6625995410107438,-0.6478230136079145
RJF,PRU,HSY,0.9312539292614498,-0.7213264216242601
RL,IDXX,AAP,0.9441037912011733,-0.7388558180424275
RMD,DLTR,GL,0.5142050117246375,-0.2549363790792921
ROK,PH,AAP,0.9712213617469296,-0.8214908059891944
ROL,VRTX,NWL,0.8631019418183897,-0.7052040704799806
ROP,MA,AAP,0.9519278379108217,-0.7268934879690667
ROST,APD,GEHC,0.9118671478920066,-0.6436847926110588
RSG,WM,FMC,0.8911392630010917,-0.8158997690486531
RTX,TDY,AIZ,0.8597906376184589,-0.6890588363197995
RVTY,AMCR,RCL,0.8770829942034637,-0.5807975051667011
SBAC,CCI,PCG,0.9610680846217846,-0.7971246428727566
SBUX,EG,LNC,0.9047715513701384,-0.7850107947827921
SCHW,HBAN,HSY,0.9450062754708125,-0.8195692121400409
SEDG,VICI,NRG,0.7113483622187836,-0.4162941351154526
SEE,IFF,LLY,0.9301538822748888,-0.6487978682226675
SHW,LOW,AAP,0.879835206880419,-0.4930393978558266
SJM,MRK,MTB,0.8852317599811134,-0.7910653905218201
SLB,HAL,GNRC,0.9192576355343607,-0.6924023952297745
SNA,IR,AAP,0.9626549703098376,-0.8413452021663897
SNPS,CDNS,DG,0.9690986074354768,-0.8747703466384059
SO,PEG,GL,0.8931762064738854,-0.5777431255770553
SPG,CAT,D,0.9419506272755246,-0.5099141813933002
SPGI,MCO,DG,0.9613619469021809,-0.6288165047879315
SRE,AEP,PCG,0.910410879452617,-0.468931224404567
STE,SPGI,DG,0.9209302874166954,-0.6401236906530442
STLD,DOV,BAX,0.8784494676946539,-0.7375087508437718
STT,BK,WM,0.9431228531501835,-0.5572055275632408
STX,WDC,NOC,0.854674202407208,-0.5626418118439952
STZ,NTAP,MKTX,0.8250328516339521,-0.5733275535879075
SWK,MAS,HUM,0.9033409591155502,-0.6278011913400638
SWKS,MPWR,MOH,0.895406576769007,-0.7300911144465463
SYF,WFC,GIS,0.9008662269094382,-0.4975003830322314
SYK,BSX,CF,0.968416214281967,-0.8963931237544109
SYY,MMM,LW,0.8245558181382495,-0.5749665135683044
T,FMC,DVA,0.874167767398655,-0.6926089871453616
TAP,MLM,DG,0.9443079155557126,-0.82738944985814
TDG,PNR,DG,0.9800452900714617,-0.852616088514698
TDY,MTD,MOH,0.8782215046277294,-0.6272185366436844
TECH,CSX,REGN,0.7252124059780259,-0.39117463156859034
TEL,NXPI,DG,0.9378279725881501,-0.6420734231733575
TER,MCHP,MOH,0.948619482732895,-0.7113704183692943
TFC,FITB,HSY,0.9721709923165405,-0.8282725650973071
TFX,EIX,LNC,0.8624595510088698,-0.5952849268367452
TGT,PARA,LLY,0.7686344279587227,-0.7421152348858743
TJX,JPM,D,0.9388705678984793,-0.8069405796906953
TMO,IP,CEG,0.7834359049399994,-0.3525800564314086
TMUS,T,DVA,0.7462343652197161,-0.562349354688887
TPR,BA,BAX,0.9489606762081437,-0.7921059413063954
TRGP,BKR,AAP,0.9121414226129374,-0.5395652808777157
TRMB,MTCH,PCG,0.9346130784795901,-0.7629931261955294
TROW,IQV,GIS,0.8456191954394287,-0.2793293365541953
TRV,HIG,TSLA,0.8908368225328824,-0.7120022118313464
TSCO,AXON,EQT,0.9043630602507863,-0.7691356990409063
TSLA,AMZN,CAG,0.8587137150844618,-0.8433795439159915
TSN,VFC,PCG,0.9384331366506145,-0.8680300131862857
